"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"30.04.2014","4,95","5,14","5,17","4,78","-","-3,32%"
"29.04.2014","5,12","5,08","5,14","5,06","-","-1,35%"
"28.04.2014","5,19","5,19","5,21","5,07","-","4,01%"
"25.04.2014","4,99","4,94","5,07","4,89","-","3,74%"
"24.04.2014","4,81","4,89","4,99","4,55","-","2,12%"
"23.04.2014","4,71","4,61","4,76","4,58","-","-0,21%"
"22.04.2014","4,72","4,82","4,82","4,70","-","-0,42%"
"21.04.2014","4,74","4,82","4,84","4,70","-","-0,84%"
"17.04.2014","4,78","4,74","4,82","4,67","-","-0,62%"
"16.04.2014","4,81","4,95","4,95","4,79","-","-3,02%"
"15.04.2014","4,96","5,00","5,12","4,76","-","-0,40%"
"14.04.2014","4,98","5,04","5,05","4,95","-","2,89%"
"11.04.2014","4,84","4,82","4,88","4,71","-","10,50%"
"10.04.2014","4,38","4,23","5,01","4,20","-","4,04%"
"09.04.2014","4,21","4,35","4,70","4,21","-","-2,77%"
"08.04.2014","4,33","4,41","4,43","4,29","-","5,35%"
"07.04.2014","4,11","4,19","4,22","4,10","-","-3,07%"
"04.04.2014","4,24","5,13","5,14","4,10","-","-15,71%"
"03.04.2014","5,03","5,09","5,22","4,95","-","-0,79%"
"02.04.2014","5,07","5,01","5,11","4,93","-","1,60%"
"01.04.2014","4,99","5,15","5,17","4,97","-","-3,11%"
"31.03.2014","5,15","5,18","5,30","5,08","-","2,39%"
"28.03.2014","5,03","4,96","5,06","4,60","-","2,65%"
"27.03.2014","4,90","4,84","4,93","4,73","-","4,48%"
"26.03.2014","4,69","4,67","4,70","4,61","-","0,64%"
"25.03.2014","4,66","4,70","4,76","4,61","-","-2,31%"
"24.03.2014","4,77","4,78","4,82","4,62","-","4,15%"
"21.03.2014","4,58","4,61","4,64","4,44","-","-2,14%"
"20.03.2014","4,68","4,91","4,99","4,08","-","-8,41%"
"19.03.2014","5,11","4,93","9,69","4,24","-","2,82%"
"18.03.2014","4,97","5,23","5,27","4,95","-","-4,42%"
"17.03.2014","5,20","5,22","5,31","2,48","-","-1,70%"
"14.03.2014","5,29","4,94","5,44","4,61","-","7,30%"
"13.03.2014","4,93","4,74","5,32","4,68","-","4,89%"
"12.03.2014","4,70","4,76","4,79","4,49","-","-0,21%"
"11.03.2014","4,71","4,75","4,75","4,66","-","-0,42%"
"10.03.2014","4,73","4,90","4,90","4,68","-","0,21%"
"07.03.2014","4,72","4,96","4,98","4,23","-","-6,16%"
"06.03.2014","5,03","5,26","5,31","4,98","-","-2,14%"
"05.03.2014","5,14","5,43","5,47","5,11","-","-3,20%"
"04.03.2014","5,31","5,16","5,33","5,11","-","-1,12%"
"03.03.2014","5,37","5,37","5,56","5,24","-","7,19%"
"28.02.2014","5,01","4,98","5,18","4,18","-","0,00%"
"27.02.2014","5,01","5,29","5,31","5,01","-","-1,18%"
"26.02.2014","5,07","4,92","5,42","4,85","-","4,54%"
"25.02.2014","4,85","4,88","4,89","4,51","-","0,21%"
"24.02.2014","4,84","5,01","5,04","4,84","-","-1,22%"
"21.02.2014","4,90","4,99","5,07","4,86","-","-0,81%"
"20.02.2014","4,94","5,16","6,59","4,94","-","-1,20%"
"19.02.2014","5,00","5,08","6,39","4,54","-","0,81%"
"18.02.2014","4,96","4,80","5,08","4,74","-","7,36%"
"14.02.2014","4,62","4,68","5,08","4,54","-","-2,12%"
"13.02.2014","4,72","5,18","5,85","4,51","-","-8,17%"
"12.02.2014","5,14","5,39","5,42","4,34","-","-3,38%"
"11.02.2014","5,32","5,21","5,50","3,30","-","3,70%"
"10.02.2014","5,13","5,33","5,33","5,12","-","-1,16%"
"07.02.2014","5,19","5,64","5,65","3,41","-","-10,52%"
"06.02.2014","5,80","6,04","6,04","5,70","-","-2,19%"
"05.02.2014","5,93","6,08","8,00","5,85","-","-4,05%"
"04.02.2014","6,18","6,04","7,54","6,00","-","2,32%"
"03.02.2014","6,04","5,77","6,04","5,71","-","12,27%"
"31.01.2014","5,38","5,33","5,49","5,04","-","4,26%"
"30.01.2014","5,16","5,37","7,02","4,67","-","-1,53%"
"29.01.2014","5,24","5,28","5,42","4,60","-","-1,13%"
"28.01.2014","5,30","5,43","5,57","5,25","-","-4,33%"
"27.01.2014","5,54","5,51","5,58","5,28","-","7,57%"
"24.01.2014","5,15","5,31","5,57","5,11","-","1,58%"
"23.01.2014","5,07","4,85","5,38","4,81","-","3,47%"
"22.01.2014","4,90","4,87","4,94","4,77","-","2,30%"
"21.01.2014","4,79","4,83","4,84","4,70","-","7,40%"
"17.01.2014","4,46","4,43","5,58","4,31","-","7,73%"
"16.01.2014","4,14","4,14","4,18","4,10","-","-0,72%"
"15.01.2014","4,17","4,17","4,19","4,12","-","-13,84%"
"14.01.2014","4,84","4,75","5,60","4,69","-","5,45%"
"13.01.2014","4,59","4,59","4,66","4,53","-","1,77%"
"10.01.2014","4,51","5,11","5,31","4,29","-","-6,63%"
"09.01.2014","4,83","4,94","5,64","4,80","-","-4,92%"
"08.01.2014","5,08","5,30","5,42","5,08","-","1,60%"
"07.01.2014","5,00","4,99","5,16","4,92","-","-2,53%"
"06.01.2014","5,13","5,16","5,17","4,58","-","1,38%"
"03.01.2014","5,06","5,09","5,12","4,99","-","-1,56%"
"02.01.2014","5,14","5,25","5,47","5,09","-","0,19%"
"31.12.2013","5,13","5,07","5,15","4,97","-","1,99%"
"30.12.2013","5,03","5,25","5,25","5,01","-","-0,59%"
"27.12.2013","5,06","5,01","5,09","4,92","-","3,05%"
"26.12.2013","4,91","4,94","5,01","4,89","-","-1,41%"
"24.12.2013","4,98","4,74","5,38","4,56","-","5,29%"
"23.12.2013","4,73","4,91","4,96","4,65","-","1,94%"
"20.12.2013","4,64","4,85","4,99","4,53","-","-2,93%"
"19.12.2013","4,78","4,87","5,47","4,17","-","-2,45%"
"18.12.2013","4,90","5,29","5,36","3,76","-","-5,41%"
"17.12.2013","5,18","5,36","5,39","4,50","-","-4,07%"
"16.12.2013","5,40","5,36","5,63","5,28","-","0,75%"
"13.12.2013","5,36","5,44","5,48","5,34","-","-2,19%"
"12.12.2013","5,48","5,46","5,65","5,01","-","3,01%"
"11.12.2013","5,32","5,35","5,42","5,05","-","2,11%"
"10.12.2013","5,21","5,33","5,33","5,17","-","-6,13%"
"09.12.2013","5,55","5,46","5,56","5,35","-","-0,18%"
"06.12.2013","5,56","5,99","6,00","5,13","-","-6,87%"
"05.12.2013","5,97","6,06","6,20","5,26","-","-1,49%"
"04.12.2013","6,06","6,31","6,45","6,05","-","2,89%"
"03.12.2013","5,89","5,95","5,97","5,82","-","-1,67%"
"02.12.2013","5,99","5,98","6,19","5,93","-","28,27%"
"29.11.2013","4,67","5,51","5,71","4,67","-","-12,87%"
"27.11.2013","5,36","5,37","6,04","5,20","-","3,88%"
"26.11.2013","5,16","5,21","5,89","5,10","-","0,58%"
"25.11.2013","5,13","5,14","5,33","5,07","-","0,98%"
"22.11.2013","5,08","5,37","5,41","5,01","-","-7,47%"
"21.11.2013","5,49","5,66","6,90","5,43","-","-3,85%"
"20.11.2013","5,71","5,22","6,29","1,69","-","10,87%"
"19.11.2013","5,15","4,97","5,17","4,83","-","6,85%"
"18.11.2013","4,82","4,85","4,95","4,65","-","0,00%"
"15.11.2013","4,82","4,98","5,01","4,56","-","-2,82%"
"14.11.2013","4,96","5,09","5,82","4,90","-","-8,32%"
"13.11.2013","5,41","5,40","5,49","4,94","-","-1,46%"
"12.11.2013","5,49","5,52","5,62","5,42","-","-1,08%"
"11.11.2013","5,55","5,50","5,56","5,46","-","3,54%"
"08.11.2013","5,36","5,27","5,76","4,41","-","1,13%"
"07.11.2013","5,30","5,20","5,35","5,20","-","-0,93%"
"06.11.2013","5,35","5,49","5,50","5,34","-","-5,98%"
"05.11.2013","5,69","5,48","5,90","5,48","-","4,98%"
"04.11.2013","5,42","5,59","5,60","5,39","-","-3,90%"
"01.11.2013","5,64","5,58","5,70","5,13","-","8,05%"
"31.10.2013","5,22","4,86","5,38","4,81","-","4,40%"
"30.10.2013","5,00","4,99","5,22","4,72","-","2,25%"
"29.10.2013","4,89","4,92","4,99","4,81","-","2,09%"
"28.10.2013","4,79","4,90","4,92","4,73","-","-0,21%"
"25.10.2013","4,80","4,94","4,94","4,79","-","-3,81%"
"24.10.2013","4,99","4,92","4,99","4,82","-","3,74%"
"23.10.2013","4,81","4,70","4,90","4,69","-","-1,23%"
"22.10.2013","4,87","5,63","6,25","4,86","-","-15,60%"
"21.10.2013","5,77","5,98","6,00","5,74","-","0,87%"
"18.10.2013","5,72","5,51","5,87","5,48","-","4,00%"
"17.10.2013","5,50","5,41","5,57","5,35","-","-1,43%"
"16.10.2013","5,58","5,98","6,15","5,56","-","-6,84%"
"15.10.2013","5,99","5,87","6,03","5,76","-","-1,16%"
"14.10.2013","6,06","5,94","6,13","5,91","-","6,88%"
"11.10.2013","5,67","5,77","5,77","5,58","-","-2,91%"
"10.10.2013","5,84","6,28","6,65","5,84","-","-2,83%"
"09.10.2013","6,01","6,44","9,02","5,99","-","-6,09%"
"08.10.2013","6,40","6,54","6,56","6,32","-","0,95%"
"07.10.2013","6,34","6,18","6,35","6,17","-","5,14%"
"04.10.2013","6,03","6,06","6,23","6,02","-","0,00%"
"03.10.2013","6,03","6,00","24,98","5,92","-","0,17%"
"02.10.2013","6,02","6,01","6,12","5,93","-","-5,49%"
"01.10.2013","6,37","6,62","6,85","6,27","-","-4,50%"
"30.09.2013","6,67","6,50","6,76","6,46","-","10,98%"
"27.09.2013","6,01","6,00","6,01","5,84","-","0,84%"
"26.09.2013","5,96","5,89","5,96","5,86","-","3,11%"
"25.09.2013","5,78","5,82","8,72","5,67","-","1,23%"
"24.09.2013","5,71","5,66","6,00","5,58","-","0,53%"
"23.09.2013","5,68","5,66","5,73","5,58","-","2,53%"
"20.09.2013","5,54","5,86","5,97","5,52","-","-4,65%"
"19.09.2013","5,81","5,64","6,64","5,34","-","-2,02%"
"18.09.2013","5,93","6,85","16,44","5,67","-","-10,96%"
"17.09.2013","6,66","6,99","7,07","5,95","-","-5,13%"
"16.09.2013","7,02","6,63","7,12","6,49","-","2,18%"
"13.09.2013","6,87","7,18","7,58","3,53","-","-5,24%"
"12.09.2013","7,25","7,22","7,40","7,07","-","-0,68%"
"11.09.2013","7,30","7,40","7,48","7,26","-","-4,58%"
"10.09.2013","7,65","7,72","7,73","7,56","-","2,00%"
"09.09.2013","7,50","7,72","7,72","7,48","-","-3,47%"
"06.09.2013","7,77","8,14","8,15","7,26","-","-8,91%"
"05.09.2013","8,53","8,50","8,62","8,29","-","0,83%"
"04.09.2013","8,46","8,51","8,68","8,29","-","0,00%"
"03.09.2013","8,46","8,48","8,89","8,35","-","3,30%"
"30.08.2013","8,19","7,80","8,24","7,72","-","3,93%"
"29.08.2013","7,88","7,94","8,21","7,41","-","-0,38%"
"28.08.2013","7,91","7,60","7,99","7,59","-","5,33%"
"27.08.2013","7,51","7,43","7,76","7,38","-","-0,79%"
"26.08.2013","7,57","7,71","7,74","7,46","-","-0,13%"
"23.08.2013","7,58","8,20","8,21","7,17","-","-6,30%"
"22.08.2013","8,09","8,31","8,48","7,89","-","1,89%"
"21.08.2013","7,94","7,89","8,33","7,86","-","0,25%"
"20.08.2013","7,92","7,98","7,99","7,85","-","-4,46%"
"19.08.2013","8,29","8,11","8,41","7,99","-","6,28%"
"16.08.2013","7,80","7,72","8,35","7,41","-","10,01%"
"15.08.2013","7,09","7,04","7,44","5,35","-","6,78%"
"14.08.2013","6,64","6,57","7,12","3,89","-","0,61%"
"13.08.2013","6,60","6,25","6,65","3,43","-","14,98%"
"12.08.2013","5,74","5,76","5,76","5,59","-","4,74%"
"09.08.2013","5,48","5,55","5,58","5,45","-","-1,62%"
"08.08.2013","5,57","5,74","7,02","5,53","-","-1,59%"
"07.08.2013","5,66","5,78","7,02","5,63","-","-2,75%"
"06.08.2013","5,82","5,98","6,00","5,30","-","-3,48%"
"05.08.2013","6,03","6,13","7,14","6,03","-","5,42%"
"02.08.2013","5,72","7,47","7,47","5,63","-","-21,32%"
"01.08.2013","7,27","6,70","18,42","6,39","-","11,50%"
"31.07.2013","6,52","7,15","8,58","6,34","-","-1,36%"
"30.07.2013","6,61","6,56","6,62","6,38","-","0,30%"
"29.07.2013","6,59","6,35","8,60","6,35","-","6,63%"
"26.07.2013","6,18","5,99","6,20","5,87","-","-0,48%"
"25.07.2013","6,21","6,25","6,50","5,99","-","-2,82%"
"24.07.2013","6,39","6,09","6,79","6,09","-","12,70%"
"23.07.2013","5,67","5,71","5,73","5,49","-","5,00%"
"22.07.2013","5,40","5,47","5,78","5,23","-","-0,74%"
"19.07.2013","5,44","5,39","5,44","5,16","-","-2,86%"
"18.07.2013","5,60","5,64","6,09","4,00","-","-5,88%"
"17.07.2013","5,95","6,67","7,37","5,89","-","-8,60%"
"16.07.2013","6,51","6,57","7,19","6,46","-","-1,06%"
"15.07.2013","6,58","6,97","6,97","6,48","-","-0,75%"
"12.07.2013","6,63","6,27","6,66","6,15","-","1,84%"
"11.07.2013","6,51","6,82","7,20","6,49","-","-10,58%"
"10.07.2013","7,28","7,19","7,35","6,95","-","2,25%"
"09.07.2013","7,12","7,62","7,63","7,09","-","-7,05%"
"08.07.2013","7,66","8,41","8,41","7,65","-","-6,36%"
"05.07.2013","8,18","8,19","8,62","5,79","-","2,25%"
"03.07.2013","8,00","7,61","8,00","6,47","-","6,67%"
"02.07.2013","7,50","7,42","7,51","7,32","-","1,49%"
"01.07.2013","7,39","7,84","7,85","7,20","-","0,54%"
"28.06.2013","7,35","7,44","8,81","7,17","-","1,80%"
"27.06.2013","7,22","7,54","11,12","7,11","-","-7,08%"
"26.06.2013","7,77","8,08","8,25","7,15","-","-6,95%"
"25.06.2013","8,35","8,06","9,11","8,05","-","-3,13%"
"24.06.2013","8,62","10,15","10,62","8,54","-","10,80%"
"21.06.2013","7,78","6,78","7,78","6,75","-","13,41%"
"20.06.2013","6,86","6,97","12,51","6,58","-","5,86%"
"19.06.2013","6,48","6,04","9,08","5,43","-","6,23%"
"18.06.2013","6,10","6,13","6,33","6,06","-","1,84%"
"17.06.2013","5,99","5,92","6,02","5,78","-","1,53%"
"14.06.2013","5,90","5,99","6,01","5,13","-","-1,01%"
"13.06.2013","5,96","6,12","18,57","5,78","-","-1,81%"
"12.06.2013","6,07","6,08","6,18","5,64","-","1,17%"
"11.06.2013","6,00","6,31","6,32","5,96","-","0,00%"
"10.06.2013","6,00","5,95","6,25","5,95","-","-0,33%"
"07.06.2013","6,02","6,39","6,45","5,55","-","-4,29%"
"06.06.2013","6,29","6,35","6,53","6,09","-","-1,10%"
"05.06.2013","6,36","6,54","6,54","5,33","-","-2,30%"
"04.06.2013","6,51","6,54","6,69","6,45","-","-1,96%"
"03.06.2013","6,64","6,56","11,46","4,87","-","6,24%"
"31.05.2013","6,25","5,99","6,64","5,79","-","2,29%"
"30.05.2013","6,11","6,72","6,75","6,04","-","-7,42%"
